Cusec,Cusec,Censo Total,Votos Totales,Votos Blancos,Votos Nulos,Votos Válidos,Primera fuerza,% PF,Segunda fuerza,% SF,Tercera fuerza,% TF,% PP,% PSOE,% MÁS MADRID,% Cs,% Podemos,% VOX,Izquierda,Derecha,Bloque Gana,PACMA,MÁS MADRID,PSOE,PH,ULEG,Cs,FE de las JONS,PCAS-TC,PUM+J,P-LIB,PP,PCTE,VOX,UPYD,PODEMOS-IU
2807916058,2807916058,1035,683,3,4,679,PSOE,26.8,Cs,20.47,MÁS MADRID,19.29,16.35,26.8,19.29,20.47,7.66,7.51,53.75,44.33,Izquierda,4,131,182,1,0,139,2,1,0,0,111,2,51,0,52
2807916059,2807916059,1549,1058,3,4,1054,PSOE,31.31,PP,21.44,Cs,18.12,21.44,31.31,15.09,18.12,6.45,6.74,52.85,46.3,Izquierda,4,159,330,0,0,191,0,1,0,0,226,0,71,1,68
2807916060,2807916060,1268,921,2,3,918,PSOE,27.89,PP,26.8,Cs,19.83,26.8,27.89,12.2,19.83,3.92,8.06,44.01,54.69,Derecha,5,112,256,3,0,182,0,0,0,0,246,1,74,1,36
2807916061,2807916061,1175,898,3,1,897,PP,28.09,PSOE,26.2,Cs,21.29,28.09,26.2,10.81,21.29,3.9,8.47,40.91,57.85,Derecha,4,97,235,0,0,191,2,0,1,0,252,1,76,0,35
2807916063,2807916063,1327,1019,4,2,1017,PP,30.09,PSOE,29.11,Cs,17.5,30.09,29.11,11.11,17.5,4.92,6.29,45.14,53.88,Derecha,3,113,296,0,0,178,0,0,0,0,306,2,64,1,50
2807916064,2807916064,946,680,2,1,679,PSOE,27.54,PP,27.1,Cs,18.7,27.1,27.54,11.49,18.7,5.6,8.39,44.63,54.19,Derecha,5,78,187,0,0,127,1,0,0,0,184,0,57,0,38
2807916065,2807916065,753,506,1,1,505,PSOE,33.27,Empate MÁS MADRID - PP,17.23,Empate MÁS MADRID - PP,17.23,17.23,33.27,17.23,17.03,6.73,7.52,57.23,41.78,Izquierda,3,87,168,0,0,86,1,0,0,0,87,0,38,0,34
2807916066,2807916066,782,512,1,4,508,PSOE,29.72,Cs,21.26,PP,17.32,17.32,29.72,16.54,21.26,4.92,8.07,51.18,46.65,Izquierda,7,84,151,1,0,108,1,1,0,0,88,0,41,0,25
2807916067,2807916067,1336,804,1,6,798,PSOE,32.33,MÁS MADRID,20.43,PP,17.67,17.67,32.33,20.43,13.91,7.64,5.26,60.4,36.84,Izquierda,13,163,258,0,0,111,0,0,1,0,141,5,42,2,61
2807916069,2807916069,953,674,2,6,668,PSOE,29.79,PP,21.41,Cs,15.57,21.41,29.79,14.52,15.57,9.58,7.49,53.89,44.47,Izquierda,7,97,199,0,0,104,0,0,0,1,143,1,50,0,64
2807916070,2807916070,1466,1082,5,5,1077,PSOE,27.02,PP,20.89,Cs,20.33,20.89,27.02,17.64,20.33,3.62,9.1,48.28,50.32,Derecha,7,190,291,0,0,219,0,0,1,0,225,1,98,1,39
2807916071,2807916071,961,542,0,1,541,PSOE,40.11,MÁS MADRID,16.82,Cs,14.42,7.39,40.11,16.82,14.42,11.09,8.13,68.02,29.94,Izquierda,7,91,217,1,0,78,0,0,1,1,40,1,44,0,60
2807916072,2807916072,626,304,3,0,304,PSOE,45.07,MÁS MADRID,18.42,Cs,12.83,7.24,45.07,18.42,12.83,6.25,7.89,69.74,27.96,Izquierda,3,56,137,1,0,39,0,0,0,0,22,0,24,0,19
2807916073,2807916073,1077,627,3,2,625,PSOE,32.96,PP,20.32,MÁS MADRID,17.76,20.32,32.96,17.76,13.76,4.96,8.32,55.68,42.4,Izquierda,2,111,206,1,0,86,0,2,1,0,127,0,52,3,31
2807916074,2807916074,852,475,8,4,471,PSOE,33.55,MÁS MADRID,19.75,PP,16.35,16.35,33.55,19.75,12.53,6.37,8.7,59.67,37.58,Izquierda,3,93,158,1,0,59,0,0,1,0,77,0,41,0,30
2807916075,2807916075,938,614,5,3,611,PSOE,35.68,PP,23.57,Cs,17.84,23.57,35.68,13.09,17.84,3.76,4.42,52.53,45.83,Izquierda,4,80,218,0,0,109,0,0,0,0,144,0,27,1,23
2807916076,2807916076,945,611,1,1,610,PSOE,32.46,MÁS MADRID,19.67,PP,18.36,18.36,32.46,19.67,15.74,4.92,7.54,57.05,41.64,Izquierda,4,120,198,0,0,96,0,0,2,1,112,0,46,0,30
2807916077,2807916077,1028,605,1,4,601,PSOE,34.44,Cs,18.64,PP,16.47,16.47,34.44,16.31,18.64,4.49,7.65,55.24,42.76,Izquierda,5,98,207,0,1,112,2,1,0,0,99,1,46,1,27
2807916078,2807916078,656,415,0,3,412,PSOE,35.19,Empate Cs - PP,16.99,Empate Cs - PP,16.99,16.99,35.19,16.26,16.99,5.34,8.98,56.79,42.96,Izquierda,0,67,145,0,0,70,0,0,0,0,70,1,37,0,22
2807916079,2807916079,1904,1158,5,3,1155,PP,23.72,Cs,23.12,PSOE,21.13,23.72,21.13,12.73,23.12,3.12,14.89,36.98,61.73,Derecha,8,147,244,1,0,267,1,0,0,0,274,0,172,0,36
2807916080,2807916080,657,542,3,2,540,PP,37.96,Cs,21.3,PSOE,17.22,37.96,17.22,6.85,21.3,2.04,12.96,26.11,72.22,Derecha,1,37,93,2,0,115,0,0,2,0,205,0,70,1,11
2807916081,2807916081,847,633,3,3,630,PP,32.7,Cs,26.98,PSOE,16.03,32.7,16.03,8.25,26.98,3.49,11.43,27.77,71.11,Derecha,2,52,101,0,0,170,1,0,0,0,206,0,72,1,22
2807916082,2807916082,622,350,4,7,343,PSOE,39.36,MÁS MADRID,16.62,PP,13.99,13.99,39.36,16.62,11.66,6.41,9.04,62.39,34.69,Izquierda,4,57,135,0,0,40,0,0,1,1,48,0,31,0,22
2807916083,2807916083,1668,1119,1,0,1119,PSOE,31.1,Cs,19.57,MÁS MADRID,18.68,17.25,31.1,18.68,19.57,5.81,6.7,55.59,43.52,Izquierda,8,209,348,0,1,219,0,0,0,0,193,0,75,0,65
2807916085,2807916085,1053,741,6,7,734,PSOE,29.7,Cs,21.25,MÁS MADRID,17.03,16.76,29.7,17.03,21.25,4.5,9.67,51.23,47.68,Izquierda,2,125,218,0,0,156,0,0,0,0,123,0,71,0,33
2807916086,2807916086,1680,1163,1,4,1159,PSOE,31.23,Cs,19.33,MÁS MADRID,17.08,16.48,31.23,17.08,19.33,5.69,9.15,54,44.96,Izquierda,6,198,362,1,0,224,1,0,1,0,191,1,106,1,66
2807916087,2807916087,632,436,0,3,433,PSOE,29.56,PP,20.55,Cs,19.17,20.55,29.56,16.4,19.17,5.31,8.55,51.27,48.27,Izquierda,1,71,128,0,0,83,0,0,0,0,89,0,37,1,23
2807916088,2807916088,1134,805,2,0,805,PP,24.1,PSOE,22.24,Cs,21.49,24.1,22.24,16.27,21.49,1.86,9.32,40.37,54.91,Derecha,8,131,179,0,0,173,0,2,0,0,194,1,75,25,15
2807916089,2807916089,638,450,1,2,448,PSOE,31.47,PP,21.88,Cs,18.75,21.88,31.47,14.96,18.75,3.13,7.81,49.56,48.44,Izquierda,4,67,141,0,0,84,0,2,1,1,98,0,35,0,14
2807916090,2807916090,1202,695,1,3,692,PSOE,27.89,Cs,21.24,PP,19.94,19.94,27.89,16.04,21.24,4.62,7.95,48.55,49.13,Derecha,10,111,193,0,0,147,0,0,0,1,138,2,55,2,32
2807916091,2807916091,1503,1222,5,1,1221,PP,49.55,Cs,28.67,VOX,13.51,49.55,5.49,1.56,28.67,0,13.51,7.05,91.73,Derecha,3,19,67,0,0,350,0,0,2,2,605,1,165,2,0
2807916092,2807916092,959,727,1,5,722,PSOE,24.93,PP,22.44,Cs,19.94,22.44,24.93,14.96,19.94,4.16,12.33,44.05,54.71,Derecha,6,108,180,0,0,144,0,0,1,0,162,1,89,0,30
2807916093,2807916093,854,638,3,3,635,PSOE,25.04,Cs,23.62,PP,22.68,22.68,25.04,15.28,23.62,3.94,8.5,44.26,54.8,Derecha,2,97,159,0,0,150,1,0,0,0,144,0,54,0,25
2807916096,2807916096,1118,832,1,6,826,Cs,24.82,PP,23.73,PSOE,22.76,23.73,22.76,13.68,24.82,4,10.53,40.44,59.08,Derecha,0,113,188,0,0,205,1,0,0,0,196,2,87,0,33
2807916097,2807916097,1285,931,5,2,929,PSOE,31.43,MÁS MADRID,20.78,Cs,18.51,13.46,31.43,20.78,18.51,9.15,5.06,61.36,37.03,Izquierda,3,193,292,4,0,172,1,0,0,1,125,0,47,1,85
2807916098,2807916098,1208,964,1,1,963,Cs,26.48,PSOE,25.44,PP,21.6,21.6,25.44,14.54,26.48,2.7,8.31,42.68,56.39,Derecha,4,140,245,0,0,255,0,0,1,1,208,0,80,2,26
2807916099,2807916099,1390,1042,5,5,1037,PSOE,29.7,PP,23.34,Cs,21.02,23.34,29.7,13.98,21.02,2.41,7.71,46.09,52.07,Derecha,8,145,308,0,0,218,0,0,3,0,242,1,80,2,25
2807916100,2807916100,896,699,1,2,697,PSOE,30.7,Cs,25.68,MÁS MADRID,16.93,16.21,30.7,16.93,25.68,5.02,4.02,52.65,45.91,Izquierda,8,118,214,0,0,179,0,0,0,0,113,1,28,0,35
2807916101,2807916101,1131,869,7,1,868,PSOE,27.65,Cs,22.58,MÁS MADRID,21.54,16.24,27.65,21.54,22.58,4.26,6.45,53.45,45.27,Izquierda,0,187,240,0,0,196,0,0,0,0,141,2,56,2,37
2807916102,2807916102,1608,1200,6,1,1199,Cs,33.36,PP,32.69,PSOE,14.43,32.69,14.43,7.34,33.36,1.25,9.67,23.02,75.72,Derecha,6,88,173,0,0,400,1,0,2,0,392,0,116,0,15
2807916103,2807916103,1284,977,2,0,977,PP,46.67,Cs,26.41,VOX,12.28,46.67,8.9,4.71,26.41,0.41,12.28,14.02,85.36,Derecha,2,46,87,0,0,258,0,0,1,0,456,0,120,1,4
2807916104,2807916104,1740,1297,4,1,1296,PSOE,26.85,Cs,24.77,MÁS MADRID,18.21,16.05,26.85,18.21,24.77,7.02,6.02,52.08,46.84,Izquierda,6,236,348,1,0,321,0,0,1,0,208,0,78,2,91
2807916105,2807916105,1012,797,5,0,797,PP,38.64,Cs,28.23,PSOE,14.3,38.64,14.3,5.02,28.23,1.88,10.79,21.2,77.66,Derecha,1,40,114,0,0,225,0,0,0,1,308,0,86,2,15
2807916106,2807916106,1398,806,4,1,805,Cs,27.83,PP,25.59,PSOE,16.52,25.59,16.52,11.93,27.83,2.36,14.78,30.81,68.2,Derecha,3,96,133,0,0,224,0,0,1,0,206,0,119,0,19
2807916107,2807916107,1351,940,1,3,937,Cs,35.01,PP,20.06,PSOE,18.68,20.06,18.68,12.49,35.01,2.45,10.78,33.62,65.85,Derecha,2,117,175,0,0,328,1,1,0,0,188,0,101,0,23
2807916108,2807916108,1233,975,3,0,975,Cs,35.79,PP,26.87,PSOE,16.82,26.87,16.82,8.1,35.79,1.54,9.33,26.46,71.99,Derecha,9,79,164,1,0,349,0,0,0,1,262,0,91,1,15
2807916109,2807916109,1629,936,6,7,929,Cs,24.97,PSOE,24.65,MÁS MADRID,16.79,12.92,24.65,16.79,24.97,8.29,10.23,49.73,48.12,Izquierda,7,156,229,1,0,232,1,0,1,0,120,2,95,2,77
2807916110,2807916110,1611,1248,5,1,1247,Cs,30.23,PSOE,19.65,PP,19.33,19.33,19.65,14.03,30.23,4.01,11.23,37.69,60.79,Derecha,7,175,245,0,0,377,1,0,2,0,241,1,140,3,50
2807916111,2807916111,2010,1670,1,0,1670,Cs,31.98,PP,25.03,PSOE,19.22,25.03,19.22,10.24,31.98,2.51,10.24,31.97,67.25,Derecha,4,171,321,0,1,534,0,0,4,0,418,0,171,3,42
2807916112,2807916112,1027,760,1,2,758,PSOE,27.44,Cs,24.93,PP,17.28,17.28,27.44,14.64,24.93,4.88,10.16,46.96,52.37,Derecha,2,111,208,0,0,189,1,0,1,0,131,0,77,0,37
2807916113,2807916113,1250,989,2,3,986,PP,41.58,Cs,28.7,PSOE,11.05,41.58,11.05,5.88,28.7,1.32,10.55,18.25,80.83,Derecha,5,58,109,0,0,283,0,0,1,0,410,0,104,1,13
2807916114,2807916114,1845,1352,12,4,1348,Cs,34.35,PP,29.75,PSOE,14.17,29.75,14.17,7.2,34.35,1.41,11.42,22.78,75.52,Derecha,8,97,191,1,0,463,0,0,0,1,401,0,154,1,19
2807916115,2807916115,1072,834,3,0,834,Cs,35.73,PP,27.7,PSOE,15.95,27.7,15.95,8.15,35.73,2.28,9.47,26.38,72.9,Derecha,1,68,133,0,0,298,1,0,0,0,231,1,79,0,19
2807916116,2807916116,966,686,4,4,682,Cs,29.91,PP,19.5,PSOE,18.04,19.5,18.04,15.84,29.91,4.99,10.56,38.87,59.97,Derecha,2,108,123,0,0,204,1,0,0,0,133,1,72,0,34
2807916117,2807916117,1608,1288,5,3,1285,Cs,30.89,PP,21.48,PSOE,18.75,21.48,18.75,12.92,30.89,2.88,11.67,34.55,64.04,Derecha,9,166,241,0,0,397,0,1,0,2,276,0,150,1,37
2807916118,2807916118,1581,1244,5,1,1243,Cs,36.2,PSOE,18.83,PP,17.14,17.14,18.83,14.08,36.2,4.67,7.4,37.58,60.74,Derecha,9,175,234,0,0,450,1,0,4,0,213,0,92,2,58
2807916119,2807916119,1430,1097,7,1,1096,Cs,32.21,PP,23.18,PSOE,17.88,23.18,17.88,12.5,32.21,2.74,10.22,33.12,65.61,Derecha,3,137,196,0,0,353,1,1,1,0,254,0,112,1,30
2807916120,2807916120,1235,935,1,4,931,Cs,27.93,PSOE,26.85,MÁS MADRID,16.65,13.53,26.85,16.65,27.93,5.37,8.38,48.87,49.84,Derecha,7,155,250,0,0,260,1,0,1,0,126,1,78,1,50
2807916121,2807916121,1136,906,2,2,904,Cs,32.08,PP,28.98,PSOE,15.38,28.98,15.38,7.3,32.08,2.21,13.05,24.89,74.11,Derecha,3,66,139,1,0,290,0,0,1,1,262,0,118,1,20
2807916122,2807916122,1053,815,1,0,815,Cs,36.81,PP,25.64,PSOE,14.23,25.64,14.23,8.59,36.81,0.74,13.37,23.56,75.82,Derecha,3,70,116,0,0,300,0,0,1,0,209,0,109,0,6
2807916123,2807916123,1039,859,3,0,859,PP,44.94,Cs,31.78,VOX,13.97,44.94,6.05,2.21,31.78,0.23,13.97,8.49,90.69,Derecha,1,19,52,0,0,273,0,1,0,1,386,0,120,1,2
2807916124,2807916124,2196,1700,1,6,1694,Cs,46.99,PP,17.41,PSOE,14.17,17.41,14.17,9.27,46.99,2.07,9.15,25.51,73.55,Derecha,8,157,240,0,1,796,1,1,3,0,295,0,155,1,35
2807916125,2807916125,1228,980,3,5,975,PP,33.85,Cs,32.21,PSOE,14.46,33.85,14.46,6.87,32.21,0.92,10.97,22.25,77.03,Derecha,1,67,141,1,0,314,0,0,0,1,330,0,107,1,9
2807916126,2807916126,1022,795,3,3,792,Cs,36.11,PP,19.07,PSOE,18.94,19.07,18.94,10.23,36.11,3.03,11.36,32.2,66.54,Derecha,4,81,150,0,0,286,0,0,1,0,151,1,90,1,24
2807916127,2807916127,931,714,2,2,712,Cs,30.62,PP,22.19,PSOE,21.91,22.19,21.91,13.48,30.62,2.95,8.15,38.34,60.96,Derecha,2,96,156,0,0,218,0,0,0,0,158,1,58,0,21
2807916128,2807916128,1792,1438,3,1,1437,Cs,44.89,PP,25.33,VOX,10.86,25.33,10.51,7.17,44.89,0.28,10.86,17.96,81.08,Derecha,6,103,151,0,0,645,1,2,0,0,364,1,156,1,4
2807916129,2807916129,1895,1471,11,2,1469,Cs,47.04,PP,17.36,PSOE,14.36,17.36,14.36,9.53,47.04,2.11,8.17,26,72.57,Derecha,6,140,211,1,0,691,1,0,0,1,255,0,120,1,31
2807917002,2807917002,882,490,0,3,487,PSOE,45.38,PP,16.43,MÁS MADRID,14.78,16.43,45.38,14.78,8.83,7.19,6.37,67.35,31.63,Izquierda,2,72,221,0,0,43,0,1,0,0,80,1,31,1,35
2807917003,2807917003,916,531,3,6,525,PSOE,38.48,PP,21.52,MÁS MADRID,17.9,21.52,38.48,17.9,12.19,4.19,4.38,60.57,38.09,Izquierda,4,94,202,0,0,64,0,0,0,0,113,0,23,0,22
2807917004,2807917004,1365,688,2,2,686,PSOE,45.92,MÁS MADRID,15.89,PP,13.99,13.99,45.92,15.89,9.33,6.41,6.12,68.22,29.44,Izquierda,6,109,315,0,0,64,2,2,3,0,96,0,42,1,44
2807917006,2807917006,1070,587,0,6,581,PSOE,42.17,MÁS MADRID,15.83,PP,13.43,13.43,42.17,15.83,11.88,8.78,5.34,66.78,30.65,Izquierda,4,92,245,0,0,69,0,1,3,1,78,3,31,3,51
2807917007,2807917007,573,324,0,2,322,PSOE,36.02,MÁS MADRID,17.7,PP,16.15,16.15,36.02,17.7,13.04,10.56,5.59,64.28,34.78,Izquierda,3,57,116,0,0,42,0,0,0,0,52,0,18,0,34
2807917008,2807917008,916,514,3,5,509,PSOE,39.88,PP,16.11,MÁS MADRID,15.32,16.11,39.88,15.32,12.57,8.25,5.7,63.45,34.38,Izquierda,3,78,203,1,0,64,1,1,0,0,82,1,29,1,42
2807917009,2807917009,619,358,0,4,354,PSOE,37.29,Cs,18.64,PP,14.69,14.69,37.29,13.56,18.64,3.67,0,54.52,33.33,Izquierda,5,48,132,0,0,66,0,1,0,0,52,37,0,0,13
2807917010,2807917010,785,447,1,2,445,PSOE,36.63,PP,20.22,MÁS MADRID,18.88,20.22,36.63,18.88,13.26,4.49,5.17,60,38.65,Izquierda,4,84,163,0,0,59,0,0,0,0,90,0,23,1,20
2807917011,2807917011,808,448,3,0,448,PSOE,35.04,PP,21.43,MÁS MADRID,13.62,21.43,35.04,13.62,12.5,7.14,8.04,55.8,41.97,Izquierda,2,61,157,0,0,56,0,0,1,1,96,3,36,0,32
2807917012,2807917012,1018,601,5,1,600,PSOE,37.17,PP,19.5,Cs,15.67,19.5,37.17,12.83,15.67,6.67,4.83,56.67,40,Izquierda,9,77,223,0,0,94,0,3,0,2,117,0,29,1,40
2807917013,2807917013,594,336,4,2,334,PSOE,35.93,PP,20.96,MÁS MADRID,15.87,20.96,35.93,15.87,13.17,6.59,5.39,58.39,39.52,Izquierda,1,53,120,0,1,44,0,0,0,1,70,0,18,0,22
2807917014,2807917014,732,386,4,2,384,PSOE,36.98,MÁS MADRID,16.93,Cs,14.06,13.54,36.98,16.93,14.06,10.16,6.77,64.07,34.37,Izquierda,2,65,142,0,0,54,0,0,0,0,52,0,26,0,39
2807917015,2807917015,810,467,2,3,464,PSOE,46.34,MÁS MADRID,14.01,PP,12.72,12.72,46.34,14.01,10.34,6.47,8.84,66.82,31.9,Izquierda,2,65,215,0,0,48,0,2,0,0,59,0,41,0,30
2807917016,2807917016,619,334,1,0,334,PSOE,43.41,MÁS MADRID,18.26,PP,13.17,13.17,43.41,18.26,9.88,9.28,3.59,70.95,26.64,Izquierda,4,61,145,1,0,33,1,0,0,1,44,0,12,0,31
2807917017,2807917017,858,555,4,1,554,PSOE,41.16,Empate MÁS MADRID - PP,15.52,Empate MÁS MADRID - PP,15.52,15.52,41.16,15.52,11.19,7.22,7.94,63.9,34.65,Izquierda,4,86,228,0,0,62,0,0,0,0,86,0,44,0,40
2807917018,2807917018,682,350,2,2,348,PSOE,33.91,MÁS MADRID,19.83,PP,15.8,15.8,33.91,19.83,12.64,8.05,8.05,61.79,36.49,Izquierda,2,69,118,1,0,44,1,0,0,0,55,0,28,0,28
2807917019,2807917019,590,355,4,2,353,PSOE,36.26,PP,17.28,MÁS MADRID,14.45,17.28,36.26,14.45,13.31,8.78,5.38,59.49,35.97,Izquierda,6,51,128,2,0,47,0,3,1,0,61,0,19,0,31
2807917020,2807917020,650,374,0,0,374,PSOE,39.3,MÁS MADRID,25.4,PP,11.76,11.76,39.3,25.4,10.43,6.15,5.61,70.85,27.8,Izquierda,2,95,147,0,0,39,0,0,0,0,44,1,21,2,23
2807917021,2807917021,882,312,2,1,311,PSOE,39.87,MÁS MADRID,17.04,Cs,13.83,8.68,39.87,17.04,13.83,8.68,10.61,65.59,33.12,Izquierda,2,53,124,0,0,43,0,0,0,0,27,0,33,0,27
2807917022,2807917022,749,356,3,6,350,PSOE,34.57,MÁS MADRID,18.86,Cs,12.86,12.86,34.57,18.86,12.86,7.43,10.57,60.86,36.29,Izquierda,4,66,121,0,0,45,0,1,0,2,45,0,37,0,26
2807917023,2807917023,1394,944,1,9,935,PSOE,34.97,PP,18.29,MÁS MADRID,18.18,18.29,34.97,18.18,13.05,7.81,6.2,60.96,37.54,Izquierda,5,170,327,1,2,122,0,0,0,2,171,2,58,1,73
2807917024,2807917024,1128,616,2,8,608,PSOE,35.53,PP,17.27,MÁS MADRID,14.47,17.27,35.53,14.47,14.47,7.24,9.05,57.24,40.79,Izquierda,4,88,216,1,1,88,0,0,1,1,105,1,55,1,44
2807917025,2807917025,541,315,0,1,314,PSOE,36.94,PP,19.75,MÁS MADRID,16.24,19.75,36.94,16.24,14.65,6.69,4.14,59.87,38.54,Izquierda,1,51,116,0,0,46,1,2,0,0,62,1,13,0,21
2807917026,2807917026,874,464,1,3,461,PSOE,41.21,Cs,18.44,MÁS MADRID,12.15,11.28,41.21,12.15,18.44,9.54,6.07,62.9,35.79,Izquierda,1,56,190,2,0,85,0,1,1,0,52,0,28,0,44
2807917027,2807917027,1453,955,2,3,952,PSOE,36.03,MÁS MADRID,18.59,Cs,14.29,14.18,36.03,18.59,14.29,9.56,5.78,64.18,34.25,Izquierda,8,177,343,0,3,136,1,0,0,1,135,0,55,0,91
2807917028,2807917028,777,474,0,3,471,PSOE,37.15,PP,18.47,MÁS MADRID,17.62,18.47,37.15,17.62,14.44,4.67,6.79,59.44,39.7,Izquierda,1,83,175,0,0,68,0,0,2,0,87,1,32,0,22
2807917029,2807917029,1113,698,5,4,694,PSOE,32.13,MÁS MADRID,20.89,Cs,20.75,10.66,32.13,20.89,20.75,5.19,8.5,58.21,39.91,Izquierda,6,145,223,0,0,144,0,0,2,0,74,0,59,0,36
2807917031,2807917031,635,304,6,1,303,PSOE,37.29,MÁS MADRID,18.15,PODEMOS-IU,13.53,12.21,37.29,18.15,9.24,13.53,4.95,68.97,26.4,Izquierda,4,55,113,2,0,28,0,0,1,0,37,1,15,0,41
2807917032,2807917032,1046,422,1,8,414,PSOE,46.14,MÁS MADRID,15.46,Cs,12.56,10.63,46.14,15.46,12.56,7,6.28,68.6,29.47,Izquierda,2,64,191,0,0,52,0,3,0,1,44,0,26,1,29
2807917033,2807917033,700,299,2,5,294,PSOE,39.46,MÁS MADRID,17.35,PP,17.01,17.01,39.46,17.35,7.48,6.12,10.2,62.93,34.69,Izquierda,3,51,116,0,0,22,0,1,1,0,50,0,30,0,18
2807917035,2807917035,677,246,2,2,244,PSOE,43.44,MÁS MADRID,18.85,PP,9.84,9.84,43.44,18.85,8.2,7.38,8.2,69.67,26.24,Izquierda,4,46,106,0,0,20,0,0,3,0,24,1,20,0,18
2807917036,2807917036,552,264,1,1,263,PSOE,39.16,MÁS MADRID,23.95,PP,13.31,13.31,39.16,23.95,8.75,10.27,2.66,73.38,24.72,Izquierda,0,63,103,0,0,23,0,0,0,0,35,2,7,2,27
2807917037,2807917037,580,194,0,1,193,PSOE,38.34,MÁS MADRID,24.87,PP,13.47,13.47,38.34,24.87,8.81,8.81,3.11,72.02,25.39,Izquierda,3,48,74,0,0,17,0,0,1,1,26,0,6,0,17
2807917038,2807917038,809,392,0,3,389,PSOE,31.36,MÁS MADRID,20.31,PP,17.99,17.99,31.36,20.31,13.88,7.71,6.94,59.38,38.81,Izquierda,3,79,122,0,0,54,1,0,3,0,70,0,27,0,30
2807917039,2807917039,1077,465,2,2,463,PSOE,42.12,MÁS MADRID,15.98,PP,13.17,13.17,42.12,15.98,12.74,7.13,6.05,65.23,31.96,Izquierda,5,74,195,1,0,59,1,0,3,0,61,0,28,1,33
2807917041,2807917041,633,233,0,0,233,PSOE,39.91,MÁS MADRID,16.74,PP,14.16,14.16,39.91,16.74,13.73,7.73,6.87,64.38,34.76,Izquierda,1,39,93,0,1,32,0,0,0,0,33,0,16,0,18
2807917042,2807917042,780,348,1,3,345,PSOE,43.77,PP,19.13,Cs,12.17,19.13,43.77,11.59,12.17,8.41,2.32,63.77,33.62,Izquierda,4,40,151,0,0,42,0,2,1,0,66,1,8,0,29
2807917043,2807917043,1035,482,2,2,480,PSOE,42.29,MÁS MADRID,17.71,Cs,10.42,10,42.29,17.71,10.42,9.17,8.54,69.17,28.96,Izquierda,2,85,203,2,0,50,0,1,1,0,48,1,41,0,44
2807917045,2807917045,1357,947,3,1,946,PSOE,28.75,MÁS MADRID,21.35,Cs,19.45,11.84,28.75,21.35,19.45,7.82,9.62,57.92,40.91,Izquierda,4,202,272,0,0,184,0,0,0,0,112,2,91,2,74
2807917046,2807917046,1102,608,2,0,608,PSOE,41.94,MÁS MADRID,15.13,Cs,13.98,13.98,41.94,15.13,13.98,7.4,5.59,64.47,33.55,Izquierda,3,92,255,1,0,85,0,1,1,0,85,1,34,3,45
2807917047,2807917047,1012,476,2,0,476,PSOE,40.13,MÁS MADRID,19.96,PP,16.39,16.39,40.13,19.96,9.45,5.46,6.09,65.55,31.93,Izquierda,2,95,191,2,0,45,1,1,0,0,78,0,29,4,26
2807917048,2807917048,1419,955,4,6,949,PSOE,35.51,MÁS MADRID,23.71,Cs,15.17,10.54,35.51,23.71,15.17,7.69,5.9,66.91,31.61,Izquierda,5,225,337,1,0,144,1,0,0,1,100,1,56,1,73
2807917049,2807917049,666,316,2,2,314,PSOE,42.36,MÁS MADRID,17.83,PP,13.69,13.69,42.36,17.83,8.92,10.51,4.46,70.7,27.07,Izquierda,4,56,133,0,0,28,0,0,1,0,43,0,14,0,33
2807917050,2807917050,906,517,2,2,515,PSOE,40,MÁS MADRID,19.61,PP,13.98,13.98,40,19.61,12.43,5.83,5.44,65.44,31.85,Izquierda,7,101,206,0,0,64,0,2,0,2,72,0,28,1,30
2807917051,2807917051,680,344,1,1,343,PSOE,48.4,MÁS MADRID,16.91,PP,14.29,14.29,48.4,16.91,11.95,3.5,4.37,68.81,30.61,Izquierda,0,58,166,0,0,41,1,0,0,0,49,0,15,0,12
2807917052,2807917052,761,470,1,7,463,PSOE,40.6,PP,17.71,Cs,13.39,17.71,40.6,12.31,13.39,6.05,8.64,58.96,39.74,Izquierda,2,57,188,0,0,62,0,3,0,0,82,0,40,0,28
2807917053,2807917053,697,436,2,0,436,PSOE,33.49,PP,19.72,MÁS MADRID,17.43,19.72,33.49,17.43,15.6,5.05,7.57,55.97,42.89,Izquierda,2,76,146,1,0,68,0,0,0,0,86,0,33,0,22
2807917054,2807917054,727,401,1,0,401,PSOE,40.65,PP,18.2,MÁS MADRID,13.97,18.2,40.65,13.97,12.72,5.74,6.98,60.36,37.9,Izquierda,5,56,163,0,0,51,0,1,0,0,73,0,28,0,23
2807917055,2807917055,1214,806,5,6,800,PSOE,38.38,PP,19.25,MÁS MADRID,15.13,19.25,38.38,15.13,13.5,5.5,5.5,59.01,38.25,Izquierda,7,121,307,0,0,108,1,4,0,0,154,3,44,2,44
2807917057,2807917057,946,511,2,3,508,PSOE,41.54,MÁS MADRID,16.14,Cs,15.94,10.63,41.54,16.14,15.94,8.27,6.1,65.95,32.67,Izquierda,3,82,211,0,0,81,0,1,0,0,54,0,31,1,42
2807917058,2807917058,856,511,5,4,507,PSOE,34.91,MÁS MADRID,18.93,Cs,15.98,11.83,34.91,18.93,15.98,9.07,6.51,62.91,34.32,Izquierda,7,96,177,0,0,81,0,1,0,0,60,1,33,0,46
2807917059,2807917059,923,577,8,5,572,PSOE,34.09,MÁS MADRID,18.01,PP,17.31,17.31,34.09,18.01,11.01,9.44,7.34,61.54,35.66,Izquierda,5,103,195,0,1,63,0,2,0,0,99,0,42,0,54
